id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,amount_num,iso_score,is_iso_fraud,prev_state,prev_date,is_geo_fraud,is_hybrid_fraud
7518024,2010-01-11 21:01:00,20,5535,$475.00,Swipe Transaction,78644,Las Vegas,NV,89148.0,3775,,475.0,-1,True,TX,2010-01-11 17:36:00,False,True
7566628,2010-01-24 12:20:00,20,5535,$-475.00,Swipe Transaction,78644,Las Vegas,NV,89148.0,3775,,-475.0,-1,True,NV,2010-01-24 12:16:00,False,True
7559568,2010-01-22 14:48:00,24,2827,$24.24,Online Transaction,89705,ONLINE,,,5193,,24.24,1,False,IL,2010-01-22 14:14:00,True,True
7502209,2010-01-07 17:41:00,27,2417,$427.09,Swipe Transaction,47165,Brandon,MS,39042.0,8111,,427.09,-1,True,MS,2010-01-07 15:50:00,False,True
7514532,2010-01-11 05:52:00,27,2417,$168.00,Swipe Transaction,74934,Oakland,CA,94606.0,3596,,168.0,1,False,MS,2010-01-11 04:59:00,True,True
7532291,2010-01-15 14:31:00,27,2417,$690.66,Swipe Transaction,95676,Alvaton,KY,42122.0,3144,,690.66,-1,True,MI,2010-01-14 12:50:00,False,True
7700095,2010-02-26 23:22:00,27,5383,$433.00,Swipe Transaction,51300,Berlin,Germany,,3359,,433.0,-1,True,MS,2010-02-26 04:30:00,False,True
7526048,2010-01-13 21:37:00,28,2568,$466.61,Swipe Transaction,69956,Woodbridge,VA,22191.0,5310,,466.61,-1,True,,2010-01-13 15:59:00,False,True
7578231,2010-01-27 10:20:00,28,2568,$165.95,Online Transaction,73186,ONLINE,,,4814,,165.95,1,False,VA,2010-01-27 09:46:00,True,True
7622510,2010-02-07 14:18:00,28,2568,$403.00,Online Transaction,13348,ONLINE,,,4722,,403.0,-1,True,VA,2010-02-07 09:08:00,False,True
7640685,2010-02-11 23:04:00,28,2568,$585.23,Swipe Transaction,29742,Franklin,WV,26807.0,3256,,585.23,-1,True,,2010-02-11 11:01:00,False,True
7644143,2010-02-12 21:33:00,28,2568,$-358.00,Swipe Transaction,3558,Russellville,AR,72802.0,3640,,-358.0,-1,True,AR,2010-02-12 20:06:00,False,True
7644385,2010-02-12 23:58:00,28,2568,$-403.00,Online Transaction,13348,ONLINE,,,4722,,-403.0,-1,True,,2010-02-12 23:38:00,False,True
7685720,2010-02-23 10:58:00,28,2568,$-355.00,Swipe Transaction,39991,Lincoln Park,MI,48146.0,3771,,-355.0,-1,True,MI,2010-02-23 10:40:00,False,True
7685929,2010-02-23 11:44:00,28,2568,$-373.00,Swipe Transaction,71883,Edmond,OK,73012.0,3405,,-373.0,-1,True,MI,2010-02-23 10:58:00,True,True
7477749,2010-01-01 14:10:00,32,1087,$635.56,Swipe Transaction,7257,Hunker,PA,15639.0,3260,,635.56,-1,True,,,False,True
7564206,2010-01-23 20:24:00,32,3850,$-364.00,Swipe Transaction,92822,Orlando,FL,32808.0,3395,,-364.0,-1,True,FL,2010-01-23 20:03:00,False,True
7599248,2010-02-01 16:19:00,32,1087,$16.51,Online Transaction,39021,ONLINE,,,4784,,16.51,1,False,PA,2010-02-01 16:11:00,True,True
7667468,2010-02-18 16:26:00,32,3850,$24.25,Online Transaction,39021,ONLINE,,,4784,,24.25,1,False,PA,2010-02-18 16:11:00,True,True
7483193,2010-01-03 05:21:00,33,5529,$8.60,Swipe Transaction,60569,Los Angeles,CA,90002.0,5300,,8.6,1,False,NV,2010-01-03 04:37:00,True,True
7506725,2010-01-09 04:56:00,33,2404,$11.09,Swipe Transaction,60569,Los Angeles,CA,90002.0,5300,,11.09,1,False,NV,2010-01-09 04:25:00,True,True
7533880,2010-01-16 05:04:00,33,5529,$9.06,Swipe Transaction,50783,New York,NY,10002.0,5411,,9.06,1,False,NV,2010-01-16 04:44:00,True,True
7533913,2010-01-16 05:48:00,33,5120,$380.00,Online Transaction,52073,ONLINE,,,4722,,380.0,1,False,NY,2010-01-16 05:04:00,True,True
7577010,2010-01-27 03:36:00,33,5120,$-380.00,Online Transaction,52073,ONLINE,,,4722,,-380.0,-1,True,CA,2010-01-27 01:52:00,False,True
7611070,2010-02-04 15:01:00,33,5529,$108.71,Swipe Transaction,31451,Carson City,NV,89706.0,5912,,108.71,1,False,CA,2010-02-04 14:55:00,True,True
7627078,2010-02-08 15:34:00,33,5529,$15.37,Swipe Transaction,50783,Spring Creek,NV,89815.0,5411,,15.37,1,False,CA,2010-02-08 14:47:00,True,True
7648294,2010-02-14 04:36:00,33,5529,$11.15,Swipe Transaction,80665,Carson City,NV,89706.0,5300,,11.15,1,False,CA,2010-02-14 03:38:00,True,True
7652290,2010-02-15 04:40:00,33,2404,$11.60,Swipe Transaction,79927,Elko,NV,89801.0,5912,,11.6,1,False,CA,2010-02-15 04:24:00,True,True
7674644,2010-02-20 15:44:00,33,5529,$9.57,Swipe Transaction,83480,Carson City,NV,89706.0,9402,,9.57,1,False,CA,2010-02-20 15:14:00,True,True
7688304,2010-02-24 04:34:00,33,2404,$3.36,Swipe Transaction,99370,Los Angeles,CA,90004.0,5311,,3.36,1,False,NV,2010-02-24 04:25:00,True,True
7688333,2010-02-24 05:18:00,33,2404,$10.30,Swipe Transaction,27583,Carson City,NV,89706.0,5411,,10.3,1,False,CA,2010-02-24 04:34:00,True,True
7700270,2010-02-27 04:39:00,33,5529,$12.18,Swipe Transaction,97191,Carson City,NV,89706.0,5310,,12.18,1,False,CA,2010-02-27 03:53:00,True,True
7712453,2010-03-02 07:25:00,33,5529,$60.00,Swipe Transaction,27092,Los Angeles,CA,90003.0,4829,,60.0,1,False,NV,2010-03-02 06:48:00,True,True
7646132,2010-02-13 12:48:00,34,1166,$6.57,Online Transaction,85247,ONLINE,,,5815,,6.57,1,False,CA,2010-02-13 12:00:00,True,True
7658386,2010-02-16 13:08:00,34,1166,$849.75,Swipe Transaction,60569,Sacramento,CA,95838.0,5300,,849.75,-1,True,CA,2010-02-16 08:40:00,False,True
7494322,2010-01-05 18:32:00,37,1183,$58.36,Online Transaction,73186,ONLINE,,,4814,,58.36,1,False,NY,2010-01-05 17:39:00,True,True
7534890,2010-01-16 10:27:00,37,1183,$478.12,Swipe Transaction,90024,Hannibal,NY,13074.0,8111,,478.12,-1,True,NY,2010-01-16 08:23:00,False,True
7584264,2010-01-28 18:17:00,37,1183,$12.81,Online Transaction,16798,ONLINE,,,4121,,12.81,1,False,NY,2010-01-28 17:54:00,True,True
7496552,2010-01-06 11:10:00,38,2526,$40.64,Online Transaction,52100,ONLINE,,,7801,,40.64,1,False,FL,2010-01-06 10:18:00,True,True
7499322,2010-01-07 06:37:00,38,2526,$42.00,Online Transaction,50404,ONLINE,,,4784,,42.0,1,False,FL,2010-01-07 06:33:00,True,True
7541986,2010-01-18 06:47:00,38,2526,$32.76,Online Transaction,39021,ONLINE,,,4784,,32.76,1,False,FL,2010-01-18 06:43:00,True,True
7547522,2010-01-19 12:44:00,38,2526,$628.29,Swipe Transaction,95676,Alvaton,KY,42122.0,3144,,628.29,-1,True,FL,2010-01-19 09:13:00,False,True
7703547,2010-02-27 21:35:00,38,2526,$31.79,Online Transaction,39021,ONLINE,,,4784,,31.79,1,False,FL,2010-02-27 21:01:00,True,True
7488584,2010-01-04 11:04:00,39,2413,$94.32,Online Transaction,9932,ONLINE,,,5311,,94.32,1,False,CT,2010-01-04 10:37:00,True,True
7498833,2010-01-06 22:22:00,39,2039,$413.68,Online Transaction,73186,ONLINE,,,4814,,413.68,-1,True,CT,2010-01-06 21:44:00,True,True
7499646,2010-01-07 07:49:00,39,2039,$770.97,Online Transaction,52073,ONLINE,,,4722,,770.97,-1,True,,2010-01-06 22:22:00,False,True
7500422,2010-01-07 10:45:00,39,2039,$430.00,Swipe Transaction,15426,Anaheim,CA,92804.0,3390,,430.0,-1,True,,2010-01-07 09:12:00,False,True
7504212,2010-01-08 11:09:00,39,2413,$66.04,Online Transaction,88459,ONLINE,,,5311,,66.04,1,False,CA,2010-01-08 10:16:00,True,True
7507709,2010-01-09 10:15:00,39,2413,$48.41,Online Transaction,39021,ONLINE,,,4784,,48.41,1,False,CA,2010-01-09 10:13:00,True,True
7509499,2010-01-09 17:34:00,39,2039,$-430.00,Swipe Transaction,15426,Anaheim,CA,92804.0,3390,,-430.0,-1,True,CA,2010-01-09 17:32:00,False,True
7523300,2010-01-13 09:07:00,39,2039,$49.87,Online Transaction,39021,ONLINE,,,4784,,49.87,1,False,CT,2010-01-13 08:25:00,True,True
7562446,2010-01-23 12:03:00,39,2039,$1341.62,Swipe Transaction,23413,Hatboro,PA,19040.0,8062,,1341.62,-1,True,,2010-01-23 09:26:00,False,True
7582441,2010-01-28 11:05:00,39,2039,$56.57,Online Transaction,59415,ONLINE,,,5192,,56.57,1,False,CT,2010-01-28 10:45:00,True,True
7586334,2010-01-29 11:54:00,39,2039,$232.00,Swipe Transaction,78644,Las Vegas,NV,89148.0,3775,,232.0,1,False,PA,2010-01-29 11:47:00,True,True
7671983,2010-02-19 22:01:00,40,2437,$16.95,Online Transaction,39261,ONLINE,,,5815,,16.95,1,False,OH,2010-02-19 21:40:00,True,True
7568534,2010-01-24 22:01:00,42,2824,$2.67,Online Transaction,27310,ONLINE,,,7349,,2.67,1,False,GA,2010-01-24 21:45:00,True,True
7502829,2010-01-07 22:22:00,44,5748,$489.00,Swipe Transaction,15574,Melbourne,FL,32901.0,3393,,489.0,-1,True,OR,2010-01-07 14:00:00,False,True
7508756,2010-01-09 14:29:00,44,5748,$-489.00,Swipe Transaction,15574,Melbourne,FL,32901.0,3393,,-489.0,-1,True,FL,2010-01-09 14:00:00,False,True
7553658,2010-01-21 06:11:00,44,5748,$79.30,Swipe Transaction,96006,Conway,WA,98238.0,4111,,79.3,1,False,OR,2010-01-21 05:33:00,True,True
7630790,2010-02-09 13:58:00,44,5748,$407.00,Swipe Transaction,7777,Maple Valley,WA,98038.0,3684,,407.0,-1,True,OR,2010-02-09 08:14:00,False,True
7505822,2010-01-08 17:58:00,45,5009,$2.35,Online Transaction,16798,ONLINE,,,4121,,2.35,1,False,VA,2010-01-08 17:13:00,True,True
7591409,2010-01-30 17:47:00,45,5009,$1.21,Online Transaction,18563,ONLINE,,,4121,,1.21,1,False,NJ,2010-01-30 17:04:00,True,True
7695787,2010-02-25 18:28:00,45,5009,$2.43,Online Transaction,18563,ONLINE,,,4121,,2.43,1,False,NJ,2010-02-25 17:54:00,True,True
7487047,2010-01-04 01:11:00,47,5080,$-325.00,Swipe Transaction,10991,Huntington,WV,25704.0,7011,,-325.0,-1,True,WV,2010-01-03 09:36:00,False,True
7606227,2010-02-03 12:08:00,47,5080,$148.13,Online Transaction,86369,ONLINE,,,4899,,148.13,1,False,NY,2010-02-03 11:52:00,True,True
7534473,2010-01-16 08:30:00,48,3456,$2.17,Swipe Transaction,50783,Albuquerque,NM,87106.0,5411,,2.17,1,False,UT,2010-01-16 07:51:00,True,True
7569379,2010-01-25 07:51:00,48,3456,$50.61,Swipe Transaction,60569,Sun Valley,NV,89433.0,5300,,50.61,1,False,NM,2010-01-25 07:24:00,True,True
7477266,2010-01-01 12:28:00,50,5471,$-493.00,Online Transaction,52073,ONLINE,,,4722,,-493.0,-1,True,,2010-01-01 12:09:00,False,True
7501150,2010-01-07 13:20:00,52,4976,$513.06,Swipe Transaction,85600,Rochester,NY,14626.0,3066,,513.06,-1,True,NY,2010-01-07 13:15:00,False,True
7509808,2010-01-09 20:02:00,52,4976,$-353.00,Swipe Transaction,71883,Orlando,FL,32825.0,3405,,-353.0,-1,True,FL,2010-01-09 20:00:00,False,True
7550048,2010-01-20 07:45:00,52,4976,$512.32,Swipe Transaction,38489,Buffalo,NY,14226.0,3058,,512.32,-1,True,NY,2010-01-20 06:13:00,False,True
7555234,2010-01-21 11:54:00,52,3951,$509.90,Swipe Transaction,60152,Rochester,NY,14624.0,3000,,509.9,-1,True,NY,2010-01-21 08:55:00,False,True
7603995,2010-02-02 20:24:00,52,4976,$548.03,Online Transaction,98275,ONLINE,,,6300,,548.03,-1,True,NY,2010-02-02 12:19:00,False,True
7475956,2010-01-01 07:41:00,53,3267,$20.00,Online Transaction,15143,ONLINE,,,4784,,20.0,1,False,CA,2010-01-01 07:23:00,True,True
7477575,2010-01-01 13:28:00,53,3267,$17.67,Online Transaction,15143,ONLINE,,,4784,,17.67,1,False,CA,2010-01-01 12:34:00,True,True
7489067,2010-01-04 12:48:00,53,3267,$119.73,Online Transaction,65108,ONLINE,,,4899,,119.73,1,False,CA,2010-01-04 12:40:00,True,True
7514922,2010-01-11 07:33:00,53,3267,$22.99,Online Transaction,15143,ONLINE,,,4784,,22.99,1,False,CA,2010-01-11 07:11:00,True,True
7543668,2010-01-18 13:05:00,53,3267,$19.93,Online Transaction,15143,ONLINE,,,4784,,19.93,1,False,CA,2010-01-18 12:18:00,True,True
7610273,2010-02-04 12:17:00,53,3267,$119.28,Online Transaction,56276,ONLINE,,,4899,,119.28,1,False,CA,2010-02-04 12:13:00,True,True
7646537,2010-02-13 14:19:00,53,3267,$20.70,Online Transaction,15143,ONLINE,,,4784,,20.7,1,False,CA,2010-02-13 13:54:00,True,True
7682062,2010-02-22 12:23:00,53,3267,$143.26,Online Transaction,73186,ONLINE,,,4814,,143.26,1,False,CA,2010-02-22 12:22:00,True,True
7705769,2010-02-28 12:14:00,53,3267,$83.17,Online Transaction,37387,ONLINE,,,4899,,83.17,1,False,CA,2010-02-28 12:02:00,True,True
7580265,2010-01-27 18:29:00,55,5865,$23.00,Online Transaction,27310,ONLINE,,,7349,,23.0,1,False,CA,2010-01-27 18:06:00,True,True
7659630,2010-02-16 18:42:00,55,3667,$337.00,Swipe Transaction,44795,Anchorage,AK,99504.0,3780,,337.0,1,False,CA,2010-02-16 18:13:00,True,True
7680158,2010-02-22 01:54:00,55,3667,$-337.00,Swipe Transaction,44795,Anchorage,AK,99504.0,3780,,-337.0,-1,True,AK,2010-02-22 01:52:00,False,True
7538754,2010-01-17 10:06:00,59,2087,$36.92,Online Transaction,88459,ONLINE,,,5311,,36.92,1,False,NM,2010-01-17 09:43:00,True,True
7574161,2010-01-26 10:23:00,59,2087,$30.43,Swipe Transaction,20561,Chaparral,NM,88081.0,5912,,30.43,1,False,NV,2010-01-26 09:34:00,True,True
7577774,2010-01-27 08:35:00,59,3658,$131.13,Swipe Transaction,37369,Los Angeles,CA,90012.0,4111,,131.13,1,False,NM,2010-01-27 08:25:00,True,True
7654831,2010-02-15 14:50:00,59,3658,$1190.36,Online Transaction,7202,ONLINE,,,4411,,1190.36,-1,True,NM,2010-02-15 14:31:00,True,True
7656090,2010-02-15 22:03:00,59,1001,$826.41,Online Transaction,52073,ONLINE,,,4722,,826.41,-1,True,,2010-02-15 14:50:00,False,True
7661676,2010-02-17 10:29:00,59,1145,$32.70,Swipe Transaction,38602,Roswell,NM,88203.0,5311,,32.7,1,False,NV,2010-02-17 09:33:00,True,True
7517564,2010-01-11 17:32:00,61,2622,$172.06,Online Transaction,73186,ONLINE,,,4814,,172.06,1,False,NY,2010-01-11 16:53:00,True,True
7535208,2010-01-16 11:39:00,61,2622,$-277.00,Swipe Transaction,3558,Gansevoort,NY,12831.0,3640,,-277.0,-1,True,NY,2010-01-15 13:00:00,False,True
7559480,2010-01-22 14:29:00,61,2622,$486.00,Online Transaction,13348,ONLINE,,,4722,,486.0,-1,True,TX,2010-01-22 13:16:00,False,True
7559541,2010-01-22 14:43:00,61,2622,$487.00,Swipe Transaction,78644,Las Vegas,NV,89148.0,3775,,487.0,-1,True,,2010-01-22 14:29:00,False,True
7587940,2010-01-29 18:57:00,61,2622,$-487.00,Swipe Transaction,78644,Las Vegas,NV,89148.0,3775,,-487.0,-1,True,NV,2010-01-29 18:35:00,False,True
7588305,2010-01-29 21:47:00,61,2622,$-486.00,Online Transaction,13348,ONLINE,,,4722,,-486.0,-1,True,NV,2010-01-29 18:57:00,False,True
7496035,2010-01-06 09:25:00,63,2805,$1.23,Online Transaction,39021,ONLINE,,,4784,,1.23,1,False,NJ,2010-01-06 09:20:00,True,True
7519660,2010-01-12 10:18:00,63,2805,$1.14,Online Transaction,39021,ONLINE,,,4784,,1.14,1,False,NJ,2010-01-12 09:31:00,True,True
7566013,2010-01-24 10:13:00,63,5489,$1.57,Online Transaction,39021,ONLINE,,,4784,,1.57,1,False,NJ,2010-01-24 09:28:00,True,True
7574103,2010-01-26 10:12:00,63,2805,$0.77,Online Transaction,39021,ONLINE,,,4784,,0.77,1,False,NJ,2010-01-26 09:29:00,True,True
7585937,2010-01-29 10:13:00,63,5489,$1.14,Online Transaction,39021,ONLINE,,,4784,,1.14,1,False,NJ,2010-01-29 09:52:00,True,True
7601693,2010-02-02 10:24:00,63,4632,$1.48,Online Transaction,39021,ONLINE,,,4784,,1.48,1,False,NJ,2010-02-02 09:28:00,True,True
7602327,2010-02-02 12:33:00,63,2805,$1.22,Online Transaction,85247,ONLINE,,,5815,Bad CVV,1.22,1,False,NJ,2010-02-02 11:51:00,True,True
7621371,2010-02-07 10:15:00,63,5489,$1.21,Online Transaction,39021,ONLINE,,,4784,,1.21,1,False,NJ,2010-02-07 09:32:00,True,True
7629627,2010-02-09 10:02:00,63,4632,$1.15,Online Transaction,39021,ONLINE,,,4784,,1.15,1,False,NJ,2010-02-09 09:08:00,True,True
7665706,2010-02-18 10:16:00,63,5489,$1.27,Online Transaction,39021,ONLINE,,,4784,,1.27,1,False,NJ,2010-02-18 09:24:00,True,True
7670653,2010-02-19 14:33:00,63,5489,$0.83,Online Transaction,39021,ONLINE,,,4784,,0.83,1,False,NJ,2010-02-19 13:36:00,True,True
7677040,2010-02-21 09:38:00,63,5489,$1.04,Online Transaction,39021,ONLINE,,,4784,,1.04,1,False,NJ,2010-02-21 09:12:00,True,True
7681378,2010-02-22 10:02:00,63,5489,$1.25,Online Transaction,39021,ONLINE,,,4784,,1.25,1,False,NJ,2010-02-22 09:21:00,True,True
7691065,2010-02-24 15:35:00,63,4632,$1.20,Online Transaction,39021,ONLINE,,,4784,,1.2,1,False,NJ,2010-02-24 15:17:00,True,True
7709089,2010-03-01 10:00:00,63,5489,$1.24,Online Transaction,39021,ONLINE,,,4784,,1.24,1,False,NJ,2010-03-01 09:27:00,True,True
7493602,2010-01-05 15:01:00,64,5429,$468.04,Swipe Transaction,94191,Ocoee,FL,34761.0,7011,,468.04,-1,True,FL,2010-01-05 13:56:00,False,True
7524621,2010-01-13 13:44:00,64,5429,$71.79,Online Transaction,15143,ONLINE,,,4784,Insufficient Balance,71.79,1,False,CA,2010-01-13 13:33:00,True,True
7557813,2010-01-22 06:58:00,64,5429,$213.52,Online Transaction,70129,ONLINE,,,7801,,213.52,1,False,NV,2010-01-22 06:14:00,True,True
7584802,2010-01-28 22:31:00,64,5429,$491.00,Swipe Transaction,3558,Chino Hills,CA,91709.0,3640,,491.0,-1,True,CA,2010-01-28 13:41:00,False,True
7598182,2010-02-01 12:13:00,64,5429,$-491.00,Swipe Transaction,3558,Chino Hills,CA,91709.0,3640,,-491.0,-1,True,CA,2010-02-01 09:44:00,False,True
7598250,2010-02-01 12:27:00,64,5429,$529.85,Swipe Transaction,3558,Chino Hills,CA,91709.0,3640,,529.85,-1,True,CA,2010-02-01 12:13:00,False,True
7616067,2010-02-05 22:24:00,64,5429,$994.47,Swipe Transaction,95676,Los Angeles,CA,90064.0,3144,,994.47,-1,True,CA,2010-02-05 19:14:00,False,True
7654604,2010-02-15 14:02:00,64,5429,$7.92,Online Transaction,85247,ONLINE,,,5815,,7.92,1,False,CA,2010-02-15 13:54:00,True,True
7686732,2010-02-23 14:28:00,64,5429,$65.70,Online Transaction,15143,ONLINE,,,4784,,65.7,1,False,Canada,2010-02-23 13:55:00,True,True
7702134,2010-02-27 14:09:00,64,5429,$63.73,Online Transaction,15143,ONLINE,,,4784,,63.73,1,False,Canada,2010-02-27 14:08:00,True,True
7486273,2010-01-03 17:35:00,68,4648,$76.32,Swipe Transaction,60510,Davenport,IA,52803.0,5912,,76.32,1,False,WI,2010-01-03 17:27:00,True,True
7502211,2010-01-07 17:42:00,68,4648,$73.97,Swipe Transaction,19964,Davenport,IA,52803.0,5311,,73.97,1,False,WI,2010-01-07 16:59:00,True,True
7517609,2010-01-11 17:49:00,68,27,$74.48,Swipe Transaction,75781,Davenport,IA,52803.0,5411,,74.48,1,False,WI,2010-01-11 16:53:00,True,True
