CustomerID,frequency_cal,recency_cal,T_cal,frequency_holdout,duration_holdout,predicted_purchases
12429.0,2.0,193.0,275.0,1.0,90.0,0.71593600238089
12431.0,12.0,254.0,283.0,3.0,90.0,3.4093376701184486
12432.0,1.0,2.0,82.0,1.0,90.0,0.806661159407817
12433.0,2.0,282.0,283.0,3.0,90.0,0.7163754520991089
12434.0,2.0,111.0,270.0,1.0,90.0,0.6681053662041618
12435.0,0.0,0.0,177.0,1.0,90.0,0.277547004647114
12436.0,0.0,0.0,9.0,0.0,90.0,
12437.0,9.0,233.0,241.0,6.0,90.0,2.99113345682654
12438.0,0.0,0.0,50.0,1.0,90.0,0.6235273900559274
12441.0,0.0,0.0,276.0,0.0,90.0,0.19399196780633426
12444.0,1.0,50.0,81.0,3.0,90.0,1.0282652675972064
12447.0,0.0,0.0,153.0,0.0,90.0,0.3099565598845324
12449.0,2.0,96.0,97.0,1.0,90.0,1.622385359963275
12450.0,1.0,17.0,83.0,0.0,90.0,0.8967181543134218
12451.0,2.0,177.0,234.0,3.0,90.0,0.8254426003999358
12453.0,0.0,0.0,44.0,0.0,90.0,
12455.0,4.0,169.0,206.0,1.0,90.0,1.6267191000065124
12456.0,2.0,146.0,164.0,1.0,90.0,1.108422544718817
12457.0,3.0,110.0,149.0,5.0,90.0,1.6323788941553412
12458.0,0.0,0.0,194.0,1.0,90.0,0.2584186821045949
12461.0,1.0,60.0,64.0,0.0,90.0,1.2316746493974098
12462.0,1.0,9.0,213.0,2.0,90.0,0.270420030868973
12463.0,3.0,66.0,151.0,2.0,90.0,1.5153039000274275
12464.0,4.0,203.0,219.0,2.0,90.0,1.5580198604229363
12465.0,0.0,0.0,79.0,2.0,90.0,0.4849634490946501
12468.0,2.0,173.0,226.0,0.0,90.0,0.8502936364788753
12471.0,26.0,280.0,282.0,12.0,90.0,7.2357310082287825
12472.0,8.0,235.0,283.0,4.0,90.0,2.3196274226114615
12473.0,2.0,77.0,101.0,2.0,90.0,1.5600973986396325
12474.0,16.0,270.0,278.0,9.0,90.0,4.574792981624547
12476.0,8.0,234.0,271.0,5.0,90.0,2.415509273067341
12477.0,5.0,220.0,221.0,3.0,90.0,1.8840238120532509
12480.0,2.0,193.0,246.0,1.0,90.0,0.794122311490617
12481.0,6.0,186.0,275.0,2.0,90.0,1.7762378000240087
12483.0,7.0,241.0,249.0,3.0,90.0,2.308728352932369
12484.0,4.0,236.0,246.0,3.0,90.0,1.4177808369074294
12489.0,0.0,0.0,246.0,0.0,90.0,0.2134533233304122
12490.0,5.0,236.0,239.0,4.0,90.0,1.7661514071008708
12492.0,0.0,0.0,15.0,1.0,90.0,
12493.0,2.0,32.0,107.0,0.0,90.0,1.3762590301925404
12494.0,7.0,208.0,275.0,3.0,90.0,2.0796432552029978
12500.0,5.0,227.0,243.0,5.0,90.0,1.7384035926563395
12501.0,1.0,21.0,246.0,0.0,90.0,0.2559419019789158
12502.0,4.0,214.0,219.0,0.0,90.0,1.56124942603069
12503.0,0.0,0.0,247.0,0.0,90.0,0.2127417722992971
12505.0,0.0,0.0,211.0,0.0,90.0,0.24176324658336193
12506.0,0.0,0.0,142.0,0.0,90.0,0.3274948397205745
12507.0,2.0,164.0,208.0,0.0,90.0,0.9119163384538459
12509.0,0.0,0.0,194.0,0.0,90.0,0.2584186821045949
12510.0,1.0,183.0,235.0,0.0,90.0,0.47983111742529844
12513.0,0.0,0.0,22.0,1.0,90.0,
12514.0,0.0,0.0,177.0,0.0,90.0,0.277547004647114
12515.0,0.0,0.0,263.0,0.0,90.0,0.20197067957561
12516.0,0.0,0.0,90.0,1.0,90.0,0.4473393584331237
12517.0,1.0,64.0,100.0,2.0,90.0,0.8973521258507108
12518.0,0.0,0.0,20.0,4.0,90.0,
12520.0,4.0,131.0,183.0,1.0,90.0,1.7692504408813512
12521.0,0.0,0.0,52.0,0.0,90.0,0.6114564111375106
12523.0,6.0,224.0,241.0,6.0,90.0,2.059314239581176
12524.0,5.0,171.0,243.0,2.0,90.0,1.6976994306538131
12526.0,0.0,0.0,4.0,2.0,90.0,
12527.0,1.0,31.0,235.0,1.0,90.0,0.30531738156775506
12528.0,5.0,200.0,222.0,2.0,90.0,1.8697295625563297
12530.0,3.0,228.0,246.0,1.0,90.0,1.1105227000809923
12534.0,0.0,0.0,40.0,0.0,90.0,
12535.0,1.0,95.0,96.0,0.0,90.0,0.9657987249473382
12539.0,2.0,71.0,243.0,1.0,90.0,0.6703880299296818
12540.0,11.0,269.0,271.0,7.0,90.0,3.27505343444418
12541.0,1.0,107.0,190.0,1.0,90.0,0.5417757006070676
12545.0,0.0,0.0,169.0,1.0,90.0,0.28756731697282056
12547.0,1.0,83.0,190.0,0.0,90.0,0.5155788811573484
12548.0,0.0,0.0,76.0,0.0,90.0,0.4963564820666409
12551.0,0.0,0.0,267.0,0.0,90.0,0.19944652441563793
12553.0,8.0,219.0,239.0,4.0,90.0,2.694026689356612
12556.0,0.0,0.0,61.0,1.0,90.0,0.5624948675533213
12557.0,3.0,213.0,281.0,1.0,90.0,0.9801645485161365
12559.0,1.0,9.0,229.0,0.0,90.0,0.24109970353153007
12560.0,2.0,43.0,53.0,1.0,90.0,2.302192909563907
12561.0,0.0,0.0,212.0,0.0,90.0,0.24085029463543445
12562.0,2.0,72.0,108.0,4.0,90.0,1.4779217845119303
12564.0,0.0,0.0,171.0,0.0,90.0,0.2849947897169737
12565.0,1.0,7.0,198.0,0.0,90.0,0.29299557489057665
12567.0,7.0,273.0,279.0,1.0,90.0,2.098843744781236
12569.0,13.0,160.0,162.0,13.0,90.0,5.8109534010576285
12571.0,0.0,0.0,31.0,1.0,90.0,
12573.0,0.0,0.0,137.0,0.0,90.0,0.33614308937674675
12574.0,0.0,0.0,225.0,0.0,90.0,0.2295814449563686
12576.0,4.0,209.0,214.0,1.0,90.0,1.5908064609009702
12577.0,0.0,0.0,269.0,1.0,90.0,0.19820800538450006
12578.0,2.0,22.0,248.0,1.0,90.0,0.3983714462510239
12580.0,0.0,0.0,156.0,0.0,90.0,0.30549586771067194
12582.0,1.0,50.0,198.0,0.0,90.0,0.43676808250369353
12583.0,9.0,267.0,283.0,8.0,90.0,2.6109116617828225
12584.0,5.0,153.0,190.0,9.0,90.0,2.1055516091104782
12585.0,3.0,117.0,261.0,0.0,90.0,0.9540994170539862
12586.0,0.0,0.0,278.0,1.0,90.0,0.19282019105013734
12589.0,0.0,0.0,54.0,1.0,90.0,0.599847538585706
12590.0,1.0,21.0,121.0,0.0,90.0,0.6412638046958977
12591.0,0.0,0.0,227.0,0.0,90.0,0.227940923368126
12592.0,1.0,121.0,123.0,0.0,90.0,0.8146815286249903
12593.0,2.0,110.0,128.0,0.0,90.0,1.3307440112658937
12594.0,6.0,201.0,232.0,2.0,90.0,2.11728534566834
12596.0,0.0,0.0,152.0,1.0,90.0,0.31147265680231645
12597.0,1.0,85.0,178.0,3.0,90.0,0.5542629429162838
12598.0,3.0,123.0,194.0,4.0,90.0,1.310060452403654
12599.0,5.0,178.0,214.0,1.0,90.0,1.9176918831258603
12600.0,8.0,259.0,281.0,2.0,90.0,2.352406492792553
12601.0,5.0,143.0,242.0,0.0,90.0,1.6433091957498251
12604.0,0.0,0.0,171.0,1.0,90.0,0.2849947897169737
12605.0,0.0,0.0,275.0,0.0,90.0,0.19458322341324147
12609.0,1.0,132.0,228.0,1.0,90.0,0.46798915827709003
12610.0,2.0,20.0,36.0,4.0,90.0,2.733964157362778
12613.0,1.0,65.0,172.0,2.0,90.0,0.5441469843725535
12614.0,0.0,0.0,187.0,0.0,90.0,0.26596541755869896
12615.0,0.0,0.0,78.0,3.0,90.0,0.4887021854327079
12616.0,3.0,202.0,207.0,1.0,90.0,1.2819651125358447
12619.0,4.0,137.0,163.0,7.0,90.0,1.9593349878140114
12620.0,0.0,0.0,114.0,2.0,90.0,0.3826566754996914
12621.0,15.0,274.0,275.0,4.0,90.0,4.343837285461369
12622.0,0.0,0.0,142.0,0.0,90.0,0.3274948397205745
12623.0,0.0,0.0,186.0,0.0,90.0,0.26707976653964033
12624.0,1.0,71.0,87.0,0.0,90.0,1.0107979038754495
12625.0,2.0,108.0,229.0,0.0,90.0,0.7930398467721679
12626.0,9.0,214.0,236.0,3.0,90.0,3.034450836861518
12627.0,4.0,44.0,50.0,2.0,90.0,4.198852485864729
12633.0,3.0,158.0,197.0,1.0,90.0,1.3207219170419855
12635.0,0.0,0.0,64.0,1.0,90.0,0.5478834195280587
12637.0,6.0,232.0,233.0,1.0,90.0,2.1229398032883253
12639.0,0.0,0.0,148.0,0.0,90.0,0.31768890888155077
12641.0,0.0,0.0,25.0,0.0,90.0,
12642.0,0.0,0.0,17.0,2.0,90.0,
12643.0,4.0,204.0,242.0,0.0,90.0,1.4280167296952024
12644.0,0.0,0.0,39.0,0.0,90.0,
12645.0,3.0,217.0,226.0,1.0,90.0,1.1928998337589665
12647.0,8.0,243.0,279.0,3.0,90.0,2.3582248301076714
12648.0,0.0,0.0,64.0,0.0,90.0,0.5478834195280587
12649.0,2.0,258.0,275.0,0.0,90.0,0.7317027168458069
12651.0,0.0,0.0,244.0,0.0,90.0,0.21489083298859676
12652.0,1.0,9.0,241.0,0.0,90.0,0.2218129080763511
12653.0,1.0,148.0,206.0,0.0,90.0,0.5282729836780722
12654.0,1.0,98.0,205.0,2.0,90.0,0.49268491576073165
12656.0,4.0,126.0,152.0,3.0,90.0,2.0649373625698084
12662.0,7.0,266.0,283.0,3.0,90.0,2.0703942336638934
12664.0,2.0,179.0,232.0,6.0,90.0,0.8326333127043717
12665.0,1.0,7.0,241.0,0.0,90.0,0.21407252823900372
12666.0,0.0,0.0,269.0,0.0,90.0,0.19820800538450006
12668.0,3.0,107.0,265.0,2.0,90.0,0.9094941715694816
12669.0,2.0,106.0,166.0,0.0,90.0,1.0721145863222223
12670.0,2.0,134.0,142.0,3.0,90.0,1.2392574700780459
12672.0,0.0,0.0,239.0,0.0,90.0,0.21857096378252783
12673.0,0.0,0.0,236.0,1.0,90.0,0.22084031613574195
12674.0,3.0,116.0,117.0,3.0,90.0,1.9746470889979104
12676.0,3.0,188.0,221.0,2.0,90.0,1.207733154553869
12678.0,7.0,253.0,263.0,2.0,90.0,2.2048829494508433
12679.0,2.0,78.0,193.0,5.0,90.0,0.8922823401280257
12680.0,0.0,0.0,23.0,3.0,90.0,
12681.0,17.0,216.0,277.0,6.0,90.0,4.562865102478305
12682.0,17.0,271.0,281.0,9.0,90.0,4.803697616591391
12683.0,12.0,273.0,275.0,3.0,90.0,3.511909152567717
12684.0,3.0,43.0,123.0,3.0,90.0,1.714086216926681
12685.0,1.0,1.0,3.0,4.0,90.0,2.6561365249650946
12686.0,0.0,0.0,281.0,0.0,90.0,0.19108887846904005
12688.0,0.0,0.0,23.0,0.0,90.0,
12689.0,0.0,0.0,37.0,1.0,90.0,
12690.0,0.0,0.0,115.0,0.0,90.0,0.38036694216467853
12691.0,3.0,212.0,267.0,2.0,90.0,1.0273894810871596
12693.0,5.0,199.0,229.0,0.0,90.0,1.8192496041764155
12694.0,0.0,0.0,93.0,1.0,90.0,0.4380759410919221
12695.0,1.0,103.0,120.0,2.0,90.0,0.8173423273634861
12697.0,2.0,55.0,79.0,2.0,90.0,1.8207211628637632
12700.0,1.0,59.0,125.0,2.0,90.0,0.73244120293937
12701.0,0.0,0.0,152.0,1.0,90.0,0.31147265680231645
12704.0,2.0,64.0,79.0,4.0,90.0,1.8342265293033715
12705.0,6.0,214.0,267.0,6.0,90.0,1.8711055575349111
12707.0,0.0,0.0,201.0,0.0,90.0,0.2512895499399343
12708.0,11.0,270.0,278.0,4.0,90.0,3.2028081893957148
12709.0,17.0,271.0,276.0,8.0,90.0,4.880916362887881
12710.0,3.0,105.0,111.0,0.0,90.0,2.0451115473312456
12712.0,13.0,265.0,281.0,3.0,90.0,3.7127178952020534
12714.0,3.0,188.0,204.0,1.0,90.0,1.2939986002015005
12715.0,0.0,0.0,16.0,0.0,90.0,
12716.0,0.0,0.0,43.0,1.0,90.0,
12717.0,1.0,94.0,155.0,0.0,90.0,0.6454652156089232
12720.0,14.0,275.0,279.0,9.0,90.0,4.015879814171547
12721.0,4.0,182.0,275.0,2.0,90.0,1.2513367781674722
12722.0,4.0,36.0,60.0,1.0,90.0,3.755152314002265
12724.0,1.0,159.0,242.0,2.0,90.0,0.45551777222193873
12725.0,0.0,0.0,281.0,0.0,90.0,0.19108887846904005
12726.0,4.0,173.0,267.0,2.0,90.0,1.2791795261784495
12727.0,5.0,225.0,230.0,1.0,90.0,1.8223875000278937
12728.0,2.0,75.0,242.0,1.0,90.0,0.6851546106388604
12729.0,0.0,0.0,23.0,0.0,90.0,
12731.0,7.0,220.0,274.0,5.0,90.0,2.1033910684014354
12732.0,0.0,0.0,89.0,0.0,90.0,0.4505153672260952
12733.0,0.0,0.0,144.0,0.0,90.0,0.32415935536470963
12734.0,0.0,0.0,262.0,0.0,90.0,0.20261175333142623
12735.0,1.0,22.0,247.0,0.0,90.0,0.2574888746336563
12736.0,0.0,0.0,242.0,0.0,90.0,0.21634787973017264
12738.0,0.0,0.0,282.0,0.0,90.0,0.1905186753718749
12739.0,0.0,0.0,9.0,1.0,90.0,
12743.0,0.0,0.0,44.0,0.0,90.0,
12744.0,3.0,174.0,228.0,2.0,90.0,1.1686761486515396
12747.0,7.0,260.0,279.0,3.0,90.0,2.0947854388434797
12748.0,73.0,282.0,283.0,41.0,90.0,19.926238029217224
12749.0,4.0,100.0,123.0,2.0,90.0,2.4105870903167315
12750.0,0.0,0.0,38.0,0.0,90.0,
12753.0,7.0,254.0,272.0,2.0,90.0,2.140578196966071
12754.0,2.0,73.0,218.0,0.0,90.0,0.7702901957009386
12755.0,3.0,116.0,275.0,0.0,90.0,0.8926568249673782
12757.0,4.0,83.0,121.0,5.0,90.0,2.4116969167143916
12758.0,1.0,160.0,186.0,0.0,90.0,0.5879906267227542
12759.0,1.0,104.0,185.0,1.0,90.0,0.553530159842804
12763.0,1.0,231.0,279.0,0.0,90.0,0.4190994354770514
12764.0,0.0,0.0,226.0,0.0,90.0,0.22875823581383484
12766.0,4.0,217.0,276.0,2.0,90.0,1.2722057016426944
12769.0,0.0,0.0,148.0,0.0,90.0,0.31768890888155077
12770.0,0.0,0.0,120.0,0.0,90.0,0.3693192136103472
12775.0,4.0,122.0,221.0,1.0,90.0,1.4564185677248422
12778.0,3.0,129.0,222.0,2.0,90.0,1.1594279480714884
12779.0,8.0,182.0,281.0,2.0,90.0,2.178630718062488
12781.0,1.0,32.0,194.0,2.0,90.0,0.3999748843968714
12782.0,4.0,208.0,267.0,1.0,90.0,1.3074752657430988
12785.0,0.0,0.0,274.0,1.0,90.0,0.19517810108292927
12787.0,1.0,101.0,102.0,1.0,90.0,0.9277461484071138
12790.0,0.0,0.0,102.0,0.0,90.0,0.4124641279827906
12791.0,0.0,0.0,283.0,0.0,90.0,0.18995187131913857
12792.0,0.0,0.0,166.0,0.0,90.0,0.29151468837769023
12793.0,1.0,37.0,281.0,0.0,90.0,0.24770651726366408
12794.0,0.0,0.0,8.0,1.0,90.0,
12797.0,1.0,5.0,275.0,0.0,90.0,0.16373770691419384
12798.0,0.0,0.0,80.0,2.0,90.0,0.48128184458584056
12802.0,1.0,3.0,96.0,0.0,90.0,0.6971290236135778
12808.0,1.0,184.0,278.0,1.0,90.0,0.4053170342337438
12809.0,1.0,9.0,87.0,0.0,90.0,0.8135094440019363
12811.0,2.0,24.0,194.0,0.0,90.0,0.6377452286698037
12814.0,0.0,0.0,11.0,0.0,90.0,
12815.0,1.0,51.0,108.0,0.0,90.0,0.8169529453806211
12816.0,1.0,81.0,86.0,0.0,90.0,1.0322224268908677
12817.0,0.0,0.0,191.0,0.0,90.0,0.2615997528611697
12818.0,1.0,83.0,171.0,0.0,90.0,0.574581654804265
12820.0,0.0,0.0,236.0,3.0,90.0,0.22084031613574195
12821.0,0.0,0.0,124.0,0.0,90.0,0.36093462465147813
12823.0,3.0,169.0,206.0,1.0,90.0,1.2759417843381913
12826.0,4.0,197.0,275.0,3.0,90.0,1.2645193002586823
12828.0,2.0,31.0,40.0,3.0,90.0,2.635305752953036
12829.0,2.0,38.0,270.0,0.0,90.0,0.4390863504845574
12830.0,4.0,80.0,81.0,1.0,90.0,3.210488001979556
12831.0,0.0,0.0,172.0,0.0,90.0,0.28372576602630484
12832.0,0.0,0.0,8.0,1.0,90.0,
12833.0,0.0,0.0,55.0,0.0,90.0,0.5942081369861261
12834.0,0.0,0.0,192.0,0.0,90.0,0.26053070415915186
12836.0,2.0,174.0,221.0,1.0,90.0,0.8679059746568403
12837.0,0.0,0.0,83.0,0.0,90.0,0.47056696565099476
12838.0,0.0,0.0,283.0,1.0,90.0,0.18995187131913857
12839.0,9.0,275.0,277.0,6.0,90.0,2.6638841488699616
12840.0,5.0,83.0,136.0,0.0,90.0,2.6440688000311847
12841.0,16.0,265.0,281.0,7.0,90.0,4.526714216695039
12842.0,0.0,0.0,218.0,1.0,90.0,0.23551452738908987
12843.0,6.0,105.0,174.0,1.0,90.0,2.5336946754517573
12844.0,0.0,0.0,40.0,1.0,90.0,
12845.0,3.0,23.0,200.0,0.0,90.0,0.5949634087587152
12849.0,0.0,0.0,178.0,1.0,90.0,0.27634350797654034
12851.0,0.0,0.0,6.0,0.0,90.0,
12852.0,1.0,4.0,204.0,0.0,90.0,0.2656823587124573
12853.0,5.0,208.0,225.0,0.0,90.0,1.8515004281768785
12854.0,1.0,77.0,228.0,1.0,90.0,0.4135452999781539
12855.0,0.0,0.0,282.0,0.0,90.0,0.1905186753718749
12857.0,1.0,92.0,212.0,0.0,90.0,0.4688621960351014
12863.0,0.0,0.0,109.0,1.0,90.0,0.3945338943801746
12864.0,0.0,0.0,48.0,0.0,90.0,0.63608878678374
12865.0,1.0,236.0,269.0,1.0,90.0,0.4357821184660375
12866.0,0.0,0.0,193.0,0.0,90.0,0.2594703828015635
12867.0,5.0,264.0,270.0,1.0,90.0,1.5944309326042312
12868.0,5.0,188.0,283.0,0.0,90.0,1.4765142700742198
12870.0,0.0,0.0,276.0,0.0,90.0,0.19399196780633426
12871.0,0.0,0.0,117.0,1.0,90.0,0.37586909730717144
12872.0,1.0,39.0,275.0,0.0,90.0,0.26059544026317455
12873.0,0.0,0.0,192.0,0.0,90.0,0.26053070415915186
12875.0,1.0,219.0,272.0,0.0,90.0,0.42649922210630076
12876.0,0.0,0.0,106.0,1.0,90.0,0.4020227615790644
12877.0,8.0,234.0,268.0,3.0,90.0,2.440475660673608
12878.0,1.0,30.0,176.0,1.0,90.0,0.445585147942578
12879.0,0.0,0.0,1.0,3.0,90.0,
12881.0,0.0,0.0,185.0,0.0,90.0,0.2682035214864269
12885.0,1.0,3.0,33.0,1.0,90.0,1.5530731161798252
12886.0,1.0,6.0,129.0,1.0,90.0,0.5180898051684837
12888.0,3.0,41.0,165.0,0.0,90.0,1.186974237603258
12891.0,2.0,107.0,202.0,0.0,90.0,0.8968839930502267
12897.0,1.0,97.0,211.0,0.0,90.0,0.47677845842976463
12901.0,21.0,170.0,180.0,7.0,90.0,8.472712442830126
12902.0,0.0,0.0,174.0,0.0,90.0,0.2812214331526729
12904.0,0.0,0.0,82.0,1.0,90.0,0.4740848495190817
12908.0,1.0,136.0,222.0,1.0,90.0,0.48363375199421194
12909.0,3.0,62.0,163.0,3.0,90.0,1.379452211245006
12910.0,2.0,107.0,151.0,3.0,90.0,1.1632449988408178
12913.0,2.0,86.0,278.0,2.0,90.0,0.600400581464016
12915.0,1.0,224.0,282.0,0.0,90.0,0.41275229436417044
12916.0,3.0,182.0,230.0,0.0,90.0,1.1634046849035335
12917.0,0.0,0.0,38.0,0.0,90.0,
12919.0,3.0,53.0,79.0,4.0,90.0,2.517646177617373
12921.0,24.0,275.0,283.0,10.0,90.0,6.667669825348514
12922.0,0.0,0.0,71.0,0.0,90.0,0.5165917443541118
12924.0,3.0,129.0,237.0,1.0,90.0,1.0855306903672173
12928.0,2.0,212.0,269.0,2.0,90.0,0.7369314836442236
12929.0,1.0,189.0,221.0,0.0,90.0,0.511420621717256
12930.0,1.0,27.0,81.0,1.0,90.0,0.9608497302205652
12931.0,9.0,257.0,267.0,5.0,90.0,2.745115082148956
12933.0,1.0,112.0,193.0,1.0,90.0,0.5377496435014638
12935.0,4.0,210.0,229.0,2.0,90.0,1.5013975318267974
12937.0,1.0,70.0,177.0,2.0,90.0,0.5361500256759144
12939.0,3.0,196.0,244.0,2.0,90.0,1.108967498389348
12942.0,2.0,234.0,275.0,0.0,90.0,0.7273392164078403
12943.0,0.0,0.0,211.0,0.0,90.0,0.24176324658336193
12944.0,0.0,0.0,264.0,1.0,90.0,0.20133365792730595
12945.0,0.0,0.0,198.0,0.0,90.0,0.25429601223817205
12947.0,10.0,230.0,283.0,0.0,90.0,2.839761349610116
12948.0,4.0,164.0,174.0,3.0,90.0,1.8727249987467485
12949.0,5.0,138.0,162.0,1.0,90.0,2.3935715613621147
12951.0,6.0,167.0,240.0,1.0,90.0,2.006954365184587
12955.0,8.0,175.0,177.0,5.0,90.0,3.4412159563505043
12956.0,0.0,0.0,216.0,0.0,90.0,0.23726658465948164
12957.0,5.0,153.0,249.0,5.0,90.0,1.620239535605288
12962.0,0.0,0.0,23.0,1.0,90.0,
12963.0,1.0,67.0,275.0,6.0,90.0,0.3138006916039068
12967.0,2.0,69.0,281.0,1.0,90.0,0.5449223309818436
12968.0,0.0,0.0,22.0,0.0,90.0,
12970.0,0.0,0.0,232.0,1.0,90.0,0.22394062888969332
12971.0,52.0,280.0,282.0,19.0,90.0,14.288044571161265
12974.0,0.0,0.0,107.0,0.0,90.0,0.3994949197724866
12976.0,0.0,0.0,121.0,0.0,90.0,0.3671865872253053
12977.0,0.0,0.0,66.0,0.0,90.0,0.5385599302437248
12980.0,11.0,203.0,268.0,0.0,90.0,3.185988133642919
12981.0,0.0,0.0,43.0,1.0,90.0,
12982.0,1.0,3.0,152.0,0.0,90.0,0.40237409454126216
12987.0,1.0,6.0,107.0,1.0,90.0,0.642038123732887
12988.0,0.0,0.0,202.0,0.0,90.0,0.25030317493072896
12989.0,8.0,207.0,274.0,7.0,90.0,2.350797651143827
12990.0,1.0,125.0,220.0,1.0,90.0,0.4805403987133581
12991.0,0.0,0.0,22.0,1.0,90.0,
12993.0,2.0,178.0,208.0,1.0,90.0,0.9169440227622415
12994.0,3.0,161.0,178.0,1.0,90.0,1.4405494830059802
12997.0,3.0,84.0,227.0,3.0,90.0,1.0168087667430978
12999.0,2.0,49.0,155.0,0.0,90.0,1.0267335571103129
13000.0,2.0,258.0,274.0,0.0,90.0,0.7341086439069326
13001.0,10.0,168.0,236.0,2.0,90.0,3.1903855911100973
13002.0,0.0,0.0,228.0,0.0,90.0,0.2271294443628934
13003.0,2.0,109.0,124.0,0.0,90.0,1.3630208147608402
13004.0,14.0,243.0,267.0,6.0,90.0,4.150278612937186
13005.0,2.0,73.0,156.0,0.0,90.0,1.0871770430521541
13008.0,1.0,37.0,270.0,0.0,90.0,0.2631290432569334
13011.0,0.0,0.0,282.0,0.0,90.0,0.1905186753718749
13012.0,5.0,146.0,204.0,4.0,90.0,1.9662419007605643
13013.0,9.0,279.0,281.0,4.0,90.0,2.631678246376453
13014.0,8.0,168.0,191.0,7.0,90.0,3.224479785619547
13015.0,2.0,52.0,159.0,1.0,90.0,1.0110682644469213
13016.0,0.0,0.0,33.0,1.0,90.0,
13018.0,14.0,203.0,205.0,6.0,90.0,5.183412764601549
13021.0,6.0,208.0,275.0,4.0,90.0,1.8125419403844598
13023.0,0.0,0.0,39.0,1.0,90.0,
13026.0,2.0,183.0,185.0,4.0,90.0,1.0146393464649963
13027.0,5.0,241.0,264.0,0.0,90.0,1.620324402513826
13029.0,1.0,215.0,263.0,1.0,90.0,0.4397981085293701
13030.0,0.0,0.0,278.0,1.0,90.0,0.19282019105013734
13033.0,0.0,0.0,267.0,0.0,90.0,0.19944652441563793
